Time,RA_corrected(mas),Dec_corrected(mas),RadialVelocity
20106671.629292,-2.809315,4.643976,-458348.703506
20114711.082162,-3.027681,6.274790,-453501.205780
20122750.535033,-2.787915,5.888816,-447113.261628
20130789.987904,-2.731240,7.151258,-439206.699485
20138829.440774,-2.637594,9.731166,-429808.537105
20146868.893645,-2.603685,10.291325,-418950.889233
20154908.346515,-2.534726,10.501778,-406670.857865
20162947.799386,-2.450104,11.382491,-393010.405468
20170987.252256,-2.401131,12.271130,-378016.211586
20179026.705127,-2.164907,15.526684,-361739.513333
20187066.157998,-2.166511,17.186892,-344235.930306
20195105.610868,-2.085682,18.436843,-325565.274528
20203145.063739,-1.735267,18.509142,-305791.346061
20211184.516609,-1.720909,18.944555,-284981.714993
20219223.969480,-1.693317,19.880462,-263207.490545
20227263.422350,-1.400029,20.394759,-240543.078076
20235302.875221,-1.256134,22.936640,-217065.924836
20243342.328092,-1.196790,20.307719,-192856.255315
20251381.780962,-0.942577,22.135731,-167996.797105
20259421.233833,-0.794728,22.934158,-142572.498213
20267460.686703,-0.630865,22.101634,-116670.236780
20275500.139574,-0.530450,23.432976,-90378.524206
20283539.592444,-0.362879,23.195777,-63787.202697
20291579.045315,-0.119728,22.994443,-36987.138260
20299618.498186,0.072774,21.456498,-10069.910207
20307657.951056,0.224606,23.420919,16872.501789
20315697.403927,0.345195,22.681987,43748.031997
20323736.856797,0.625035,23.202556,70464.843231
20331776.309668,0.598478,20.904990,96931.640668
20339815.762538,0.774453,20.805201,123057.983814
20347855.215409,0.912536,22.889822,148754.595552
20355894.668280,1.410354,22.223880,173933.667214
20363934.121150,1.194613,24.846397,198509.158632
20371973.574021,1.528980,19.739012,222397.092152
20380013.026891,1.678153,18.033088,245515.839595
20388052.479762,1.920496,16.665895,267786.401189
20396091.932632,1.920549,19.173106,289132.675525
20404131.385503,2.106164,16.177677,309481.719605
20412170.838374,2.145199,16.160239,328763.998095
20420210.291244,2.168734,15.812116,346913.620937
20428249.744115,2.403496,14.118712,363868.568507
20436289.196985,2.411390,13.462358,379570.903541
20444328.649856,2.501441,12.270826,393966.969116
20452368.102726,2.377478,8.595881,407007.572000
20460407.555597,2.683163,9.710352,418648.150756
20468447.008467,2.621681,5.553723,428848.928010
20476486.461338,2.782424,7.526130,437575.046377
20484525.914209,2.876372,5.969036,444796.687574
20492565.367079,2.887739,3.131841,450489.174314
20500604.819950,2.985699,2.372842,454633.054628
20508644.272820,2.882502,1.182924,457214.168337
20516683.725691,2.862784,-0.655973,458223.695440
20524723.178561,2.863015,-3.905873,457658.186250
20532762.631432,2.752451,-2.697820,455519.573186
20540802.084303,2.822234,-5.445360,451815.164169
20548841.537173,2.994956,-6.236198,446557.617644
20556880.990044,2.679094,-5.405355,439764.899335
20564920.442914,2.778163,-10.070335,431460.220844
20572959.895785,2.586285,-10.147337,421671.960339
20580999.348655,2.521908,-12.295066,410433.565580
20589038.801526,2.436299,-14.183395,397783.439626
20597078.254397,2.376954,-11.928826,383764.809606
20605117.707267,2.339575,-14.430690,368425.579002
20613157.160138,2.208446,-14.064062,351818.163965
20621196.613008,1.906365,-15.444623,333999.314193
20629236.065879,1.949351,-16.827535,315029.919018
20637275.518749,1.869315,-16.806308,294974.799332
20645314.971620,1.698007,-15.520079,273902.486091
20653354.424491,1.454570,-20.347167,251884.986134
20661393.877361,1.236025,-20.630247,228997.536125
20669433.330232,1.073964,-21.763056,205318.345463
20677472.783102,1.123698,-21.536105,180928.329024
20685512.235973,0.742521,-22.712899,155910.830671
20693551.688843,0.734422,-22.576221,130351.338454
20701591.141714,0.623269,-20.403087,104337.192487
20709630.594585,0.308560,-21.771384,77957.286495
20717670.047455,0.242386,-23.251469,51301.764050
20725709.500326,0.046936,-21.603141,24461.710545
20733748.953196,-0.078709,-24.546155,-2471.158062
20741788.406067,-0.312948,-24.922433,-29404.808651
20749827.858937,-0.454117,-22.947331,-56247.205432
20757867.311808,-0.606926,-24.796559,-82906.624439
20765906.764679,-0.709881,-25.877769,-109291.966964
20773946.217549,-0.878807,-23.962681,-135313.070858
20781985.670420,-1.146223,-21.727600,-160881.018618
20790025.123290,-1.210118,-22.369490,-185908.441239
20798064.576161,-1.277242,-19.400505,-210309.816757
20806104.029031,-1.426222,-19.403629,-234001.762494
20814143.481902,-1.544194,-18.629578,-256903.319987
20822182.934772,-1.817422,-16.026144,-278936.231632
20830222.387643,-2.063966,-17.145364,-300025.208100
20838261.840514,-2.032577,-17.319113,-320098.185612
20846301.293384,-2.160573,-15.965895,-339086.572189
20854340.746255,-2.144530,-13.700299,-356925.482043
20862380.199125,-2.633142,-10.586198,-373553.957295
20870419.651996,-2.374010,-11.473083,-388915.176279
20878459.104866,-2.514139,-10.258502,-402956.647710
20886498.557737,-2.607570,-11.447931,-415630.390052
20894538.010608,-2.734964,-7.229648,-426893.095476
20902577.463478,-2.696591,-5.521528,-436706.277851
20910616.916349,-2.645895,-4.486094,-445036.404255
20918656.369219,-2.968578,-2.831520,-451855.009562
20926695.822090,-3.017786,-1.942910,-457138.793709
20934735.274960,-2.950295,-3.054283,-460869.701317
20942774.727831,-2.774940,-0.243030,-463034.983390
20950814.180702,-3.003692,2.976653,-463627.240877
20958853.633572,-2.905703,3.839104,-462644.449956
20966893.086443,-2.866766,3.801777,-460089.968951
20974932.539313,-2.951194,5.766142,-455972.526859
20982971.992184,-2.800146,6.640356,-450306.193514
20991011.445054,-2.669766,5.170334,-443110.331515
20999050.897925,-2.656881,9.006348,-434409.530059
21007090.350796,-2.636656,8.901270,-424233.520920
21015129.803666,-2.635984,12.704328,-412617.076843
21023169.256537,-2.493622,11.402986,-399599.892733
21031208.709407,-2.277375,13.169217,-385226.450003
21039248.162278,-2.197789,13.137140,-369545.864577
21047287.615148,-2.156594,14.827289,-352611.719059
21055327.068019,-2.044353,17.853104,-334481.879628
21063366.520890,-1.940721,17.063740,-315218.298308
21071405.973760,-1.882102,17.008269,-294886.801264
21079445.426631,-1.613211,16.398267,-273556.863869
21087484.879501,-1.492495,19.005767,-251301.373298
21095524.332372,-1.377694,22.203164,-228196.379459
21103563.785242,-1.187060,21.054930,-204320.835126
21111603.238113,-1.025107,22.377680,-179756.326143
21119642.690984,-1.101728,23.003451,-154586.792636
21127682.143854,-0.676746,23.216104,-128898.242179
21135721.596725,-0.708555,22.204353,-102778.455893
21143761.049595,-0.241251,23.666834,-76316.688491
21151800.502466,-0.244067,22.083809,-49603.363277
21159839.955336,-0.106327,22.868783,-22729.763163
21167879.408207,0.110359,22.311619,4212.281260
21175918.861078,0.246190,22.898104,31130.705518
21183958.313948,0.508742,22.872486,57933.525850
21191997.766819,0.641635,20.193868,84529.153527
21200037.219689,0.881064,20.803900,110826.707828
21208076.672560,0.978351,21.105245,136736.326583
21216116.125430,1.065739,21.901182,162169.473252
21224155.578301,1.236746,20.414469,187039.239460
21232195.031171,1.490501,21.802718,211260.641979
21240234.484042,1.606242,19.716524,234750.913119
21248273.936913,1.782152,19.500908,257429.783567
21256313.389783,1.903885,17.934142,279219.756669
21264352.842654,1.849104,17.924160,300046.373248
21272392.295524,2.107408,15.260803,319838.466045
21280431.748395,2.204824,15.136113,338528.402899
21288471.201265,2.264808,14.751825,356052.317864
21296510.654136,2.348524,12.642838,372350.329439
21304550.107007,2.470813,12.338937,387366.745196
21312589.559877,2.547451,9.221346,401050.252088
21320629.012748,2.724740,8.703491,413354.091789
21328668.465618,2.592235,7.927509,424236.220477
21336707.918489,2.760407,6.209457,433659.452500
21344747.371359,2.895259,3.708229,441591.587449
21352786.824230,2.938995,4.987109,448005.520185
21360826.277101,2.885591,2.158347,452879.333463
21368865.729971,2.927155,1.055127,456196.372831
21376905.182842,2.947228,0.029183,457945.303531
21384944.635712,2.968077,-2.602315,458120.149241
21392984.088583,2.884721,-3.181984,456720.312489
21401023.541453,2.786062,-4.999809,453750.576701
21409062.994324,2.852975,-7.212681,449221.089850
21417102.447195,2.616721,-7.319749,443147.329782
21425141.900065,2.690105,-5.671558,435550.051327
21433181.352936,2.684282,-7.604093,426455.215374
21441220.805806,2.733733,-11.377372,415893.900163
21449260.258677,2.620166,-11.814862,403902.195082
21457299.711547,2.383626,-12.120282,390521.077351
21465339.164418,2.373150,-13.905795,375796.271989
21473378.617289,2.244057,-14.684876,359778.095576
21481418.070159,2.207788,-15.970342,342521.284306
21489457.523030,1.979002,-17.140443,324084.806950
21497496.975900,1.757068,-15.644822,304531.663352
21505536.428771,1.680166,-18.867830,283928.669150
21513575.881641,1.591296,-19.958939,262346.227460
21521615.334512,1.484285,-19.325285,239858.088294
21529654.787383,1.254754,-19.472710,216541.096552
21537694.240253,1.246991,-21.375405,192474.929432
21545733.693124,0.861927,-20.587933,167741.824161
21553773.145994,0.671459,-19.214242,142426.296981
21561812.598865,0.449735,-20.303677,116614.854345
21569852.051735,0.562422,-23.352651,90395.697314
21577891.504606,0.175736,-22.820583,63858.420161
21585930.957477,-0.022291,-21.738846,37093.704218
21593970.410347,-0.118556,-24.043247,10193.008006
21602009.863218,-0.130912,-20.736309,-16751.745293
21610049.316088,-0.395325,-22.551497,-43648.481948
21618088.768959,-0.546434,-23.267773,-70405.292309
21626128.221829,-0.868191,-21.479829,-96930.744868
21634167.674700,-0.998761,-25.220909,-123134.198701
21642207.127570,-0.977922,-22.646222,-148926.113193
21650246.580441,-1.175003,-22.158257,-174218.354013
21658286.033312,-1.274007,-20.332418,-198924.494282
21666325.486182,-1.501835,-20.017914,-222960.109899
21674364.939053,-1.545901,-19.353369,-246243.068038
21682404.391923,-1.817774,-18.630431,-268693.807797
21690443.844794,-1.759121,-16.931040,-290235.612075
21698483.297664,-2.033239,-15.582888,-310794.869721
21706522.750535,-2.146340,-16.977997,-330301.327075
21714562.203406,-2.224056,-16.927572,-348688.328032
21722601.656276,-2.203129,-13.321874,-365893.041815
21730641.109147,-2.644883,-12.272276,-381856.677677
21738680.562017,-2.700154,-10.736062,-396524.685794
21746720.014888,-2.711443,-10.443696,-409846.943673
21754759.467758,-2.604826,-11.544975,-421777.927424
21762798.920629,-2.652466,-8.488134,-432276.867322
21770838.373500,-2.884828,-6.907717,-441307.887121
21778877.826370,-2.836542,-3.546326,-448840.126652
21786917.279241,-2.924789,-4.523467,-454847.847270
21794956.732111,-2.881197,-1.364848,-459310.519811
21802996.184982,-3.012052,0.462962,-462212.894744
21811035.637852,-2.878233,1.998371,-463545.054274
21819075.090723,-2.922123,1.900643,-463302.446239
21827114.543594,-3.008793,3.533018,-461485.899661
21835153.996464,-2.891626,5.021294,-458101.621919
21843193.449335,-2.901748,3.686681,-453161.177529
21851232.902205,-2.683475,11.314806,-446681.448632
21859272.355076,-2.881842,10.775203,-438684.577308
21867311.807946,-2.758314,9.509143,-429197.889905
21875351.260817,-2.559248,12.674965,-418253.803671
21883390.713688,-2.579080,13.681758,-405889.715973
21891430.166558,-2.426097,13.387912,-392147.876510
21899469.619429,-2.215155,14.202678,-377075.242935
21907509.072299,-2.243097,14.081876,-360723.320402
21915548.525170,-2.064822,14.935360,-343147.985559
21923587.978040,-2.160269,16.805822,-324409.295612
21931627.430911,-1.758502,14.584489,-304571.283109
21939666.883782,-1.898328,19.075132,-283701.737118
21947706.336652,-1.441888,21.185214,-261871.971598
21955745.789523,-1.479296,22.026734,-239156.581699
21963785.242393,-1.328263,20.954286,-215633.188868
21971824.695264,-1.097728,22.689663,-191382.175600
21979864.148134,-1.076804,22.285207,-166486.410767
21987903.601005,-0.814007,23.755970,-141030.966439
21995943.053875,-0.533525,24.323464,-115102.827184
22003982.506746,-0.314487,20.894319,-88790.592831
22012021.959617,-0.382661,19.799348,-62184.175711
22020061.412487,-0.199046,23.108362,-35374.493415
22028100.865358,-0.072644,25.931921,-8453.158121
22036140.318228,0.239318,21.411495,18487.836464
22044179.771099,0.236789,19.995231,45356.429452
22052219.223969,0.672844,21.552393,72060.807363
22060258.676840,0.617382,22.546741,98509.717859
22068298.129711,0.966863,21.655254,124612.781569
22076337.582581,1.005248,24.350134,150280.800924
22084377.035452,1.370190,19.496231,175426.064961
22092416.488322,1.338786,19.552816,199962.649036
22100455.941193,1.496839,18.747440,223806.708448
22108495.394063,1.509228,17.338564,246876.764940
22116534.846934,1.791821,16.932565,269093.985124
22124574.299805,1.705884,16.806270,290382.449866
22132613.752675,2.009419,18.584605,310669.413709
22140653.205546,2.180061,15.603100,329885.553457
22148692.658416,2.060036,13.451696,347965.205057
22156732.111287,2.286276,14.132087,364846.587984
22164771.564157,2.613302,11.737493,380472.016356
22172811.017028,2.585923,10.815649,394788.096049
22180850.469899,2.582556,11.450204,407745.907154
22188889.922769,2.625754,9.875240,419301.171142
22196929.375640,2.695968,8.422507,429414.402173
22204968.828510,2.780344,5.194422,438051.042018
22213008.281381,2.787967,5.602143,445181.578155
22221047.734251,2.889986,5.693875,450781.644613
22229087.187122,2.968046,1.672122,454832.105236
22237126.639993,2.791520,1.303138,457319.119072
22245166.092863,2.900358,0.703789,458234.187671
22253205.545734,2.857194,-0.681298,457574.184124
22261244.998604,2.935036,-3.185365,455341.363750
22269284.451475,2.802688,-4.238769,451543.356387
22277323.904345,2.785589,-6.437943,446193.140320
22285363.357216,2.756524,-8.470388,439308.997935
22293402.810087,2.605626,-9.022727,430914.453241
22301442.262957,2.835140,-10.028617,421038.191493
22309481.715828,2.599019,-12.390218,409713.961162
22317521.168698,2.566961,-11.057914,396980.458618
22325560.621569,2.383314,-13.949925,382881.195898
22333600.074439,2.166619,-15.113657,367464.352017
22341639.527310,2.215594,-13.906611,350782.608341
22349678.980181,2.163603,-17.739882,332892.968559
22357718.433051,1.940782,-16.660539,313856.563900
22365757.885922,1.809165,-19.209303,293738.444238
22373797.338792,1.611779,-18.487285,272607.355807
22381836.791663,1.585130,-20.823397,250535.506290
22389876.244533,1.373956,-21.432056,227598.318069
22397915.697404,1.332048,-19.570637,203874.170504
22405955.150274,0.994263,-19.850698,179444.132096
22413994.603145,0.829517,-21.460051,154391.683470
22422034.056016,0.738359,-21.740467,128802.432103
22430073.508886,0.483929,-24.405362,102763.819800
22438112.961757,0.467220,-20.149912,76364.823891
22446152.414627,0.242299,-20.623299,49695.653183
22454191.867498,0.165753,-20.472067,22847.439704
22462231.320368,-0.072365,-24.640053,-4088.072703
22470270.773239,-0.280353,-22.988456,-31018.841886
22478310.226110,-0.445366,-22.172487,-57852.841897
22486349.678980,-0.453175,-20.932450,-84498.377466
22494389.131851,-0.842202,-19.583414,-110864.397326
22502428.584721,-0.835388,-21.531933,-136860.805354
22510468.037592,-1.133489,-22.271415,-162398.768440
22518507.490462,-1.415977,-20.972764,-187391.020036
22526546.943333,-1.411770,-18.332519,-211752.158365
22534586.396204,-1.563613,-18.669596,-235398.938245
22542625.849074,-1.693711,-20.346706,-258250.555549
22550665.301945,-1.731936,-18.525198,-280228.923325
22558704.754815,-1.914211,-18.254357,-301258.938628
22566744.207686,-2.128915,-18.030064,-321268.739157
22574783.660556,-2.053915,-13.768926,-340189.948818
22582823.113427,-2.259956,-12.747689,-357957.911374
22590862.566298,-2.583112,-13.958786,-374511.911382
22598902.019168,-2.424576,-14.830684,-389795.381669
22606941.472039,-2.731693,-10.143266,-403756.096627
22614980.924909,-2.518228,-9.295005,-416346.350673
22623020.377780,-2.690055,-9.312331,-427523.121272
22631059.830650,-2.708640,-6.799035,-437248.215942
22639099.283521,-2.589139,-5.159071,-445488.402767
22647138.736392,-2.922170,-5.659875,-452215.523957
22655178.189262,-2.939261,-3.897498,-457406.592063
22663217.642133,-2.922930,-1.564959,-461043.868528
22671257.095003,-2.893416,0.406241,-463114.924306
22679296.547874,-2.950382,2.275313,-463612.682329
22687336.000744,-2.834232,1.211697,-462535.441692
22695375.453615,-2.888583,4.261619,-459886.883469
22703414.906486,-2.894112,4.010906,-455676.058126
22711454.359356,-2.843641,6.496516,-449917.354603
22719493.812227,-2.621363,7.097652,-442630.451139
22727533.265097,-2.522459,7.477105,-433840.248033
22735572.717968,-2.612109,9.264246,-423576.782553
22743612.170838,-2.483296,9.837995,-411875.126297
22751651.623709,-2.445319,14.640129,-398775.265349
22759691.076580,-2.323597,10.886057,-384321.963640
22767730.529450,-2.172162,16.137326,-368564.609983
22775769.982321,-2.129474,16.434958,-351557.049308
22783809.435191,-1.979234,16.822925,-333357.398665
22791848.888062,-1.906471,17.898650,-314027.848630
22799888.340932,-1.897152,16.645864,-293634.450793
22807927.793803,-1.600095,21.328488,-272246.892050
22815967.246673,-1.421466,20.451990,-249938.256475
22824006.699544,-1.401483,22.227806,-226784.775580
22832046.152415,-1.116387,21.259158,-202865.567825
22840085.605285,-1.024555,21.640565,-178262.368257
22848125.058156,-0.856860,23.697735,-153059.249214
22856164.511026,-0.745363,25.043836,-127342.333036
22864203.963897,-0.608176,20.603781,-101199.497774
22872243.416767,-0.287601,22.803092,-74720.076901
22880282.869638,-0.169861,24.142298,-47994.554046
22888322.322509,0.035497,23.417683,-21114.253801
22896361.775379,0.082217,22.608066,5828.970347
22904401.228250,0.260439,24.914204,32743.049893
22912440.681120,0.312798,22.680519,59536.015921
22920480.133991,0.559454,22.836699,86116.313378
22928519.586861,0.732811,20.865690,112393.113927
22936559.039732,1.004440,25.536947,138276.626316
22944598.492603,1.027084,21.669147,163678.403215
22952637.945473,1.196037,20.544851,188511.643442
22960677.398344,1.564193,18.607416,212691.488583
22968716.851214,1.566174,20.616221,236135.312958
22976756.304085,1.666797,18.471011,258763.005966
22984795.756955,1.789575,18.837560,280497.245832
22992835.209826,2.020955,17.228036,301263.763829
23000874.662697,2.179749,16.801926,320991.598062
23008914.115567,2.189139,16.377536,339613.335950
23016953.568438,2.320810,14.725969,357065.344590
23024993.021308,2.327212,15.377315,373287.988197
23033032.474179,2.372071,11.315990,388225.831884
23041071.927049,2.509656,11.367570,401827.831094
23049111.379920,2.672628,10.762772,414047.506025
23057150.832791,2.691963,7.062357,424843.100456
23065190.285661,2.704538,4.688821,434177.724435
23073229.738532,2.802277,5.167189,442019.480336
23081269.191402,2.777464,4.414673,448341.571858
23089308.644273,2.792429,3.436556,453122.395592
23097348.097143,2.771974,-0.118123,456345.614839
23105387.550014,2.797877,1.466341,458000.215439
23113427.002885,3.043112,0.364082,458080.543408
23121466.455755,2.796511,-1.254669,456586.324254
23129505.908626,2.777057,-2.504597,453522.663918
23137545.361496,2.716844,-4.059869,448900.031327
23145584.814367,2.853144,-4.482499,442734.222618
23153624.267237,2.806435,-7.998214,435046.307163
23161663.720108,2.621939,-8.745505,425862.555569
23169703.172979,2.565165,-12.227207,415214.349914
23177742.625849,2.606651,-10.292745,403138.076500
23185782.078720,2.359984,-11.923388,389675.001527
23193821.531590,2.342997,-14.499560,374871.130077
23201860.984461,2.201847,-15.572788,358777.048904
23209900.437331,2.119462,-16.743653,341447.753582
23217939.890202,1.854677,-15.783780,322942.460568
23225979.343072,1.708246,-17.072680,303324.404860
23234018.795943,1.828693,-18.156457,282660.623906
23242058.248814,1.699073,-19.863693,261021.728539
23250097.701684,1.422475,-19.214148,238481.661682
23258137.154555,1.162666,-19.804834,215117.445679
23266176.607425,1.040343,-21.837833,191008.919098
23274216.060296,0.752978,-21.420831,166238.463914
23282255.513166,0.762697,-20.719921,140890.723998
23290294.966037,0.712909,-23.594364,115052.315879
23298334.418908,0.542967,-23.803934,88811.532762
23306373.871778,0.194874,-20.503701,62258.042821
23314413.324649,0.029931,-23.657394,35482.582788
23322452.777519,-0.096307,-24.281432,8576.647897
23330492.230390,-0.319400,-20.202350,-18367.820769
23338531.683260,-0.394145,-25.523599,-45258.750450
23346571.136131,-0.743896,-22.401830,-72004.251339
23354610.589002,-0.925383,-21.119435,-98512.930575
23362650.041872,-0.788916,-22.620551,-124694.204551
23370689.494743,-1.004249,-19.418152,-150458.608442
23378728.947613,-1.211830,-21.036606,-175718.101927
23386768.400484,-1.232699,-18.589073,-200386.370025
23394807.853354,-1.578791,-19.173292,-224379.118053
23402847.306225,-1.659128,-17.879061,-247614.359665
23410886.759096,-1.893025,-21.295367,-270012.697016
23418926.211966,-1.964334,-19.571035,-291497.592071
23426965.664837,-1.874554,-16.965179,-311995.628143
23435005.117707,-2.084047,-17.406687,-331436.760776
23443044.570578,-2.093543,-16.236297,-349754.557086
23451084.023448,-2.329361,-14.081288,-366886.422779
23459123.476319,-2.462782,-12.937280,-382773.816038
23467162.929190,-2.490735,-12.480075,-397362.447572
23475202.382060,-2.680683,-9.119295,-410602.466127
23483241.834931,-2.700528,-9.068599,-422448.628834
23491281.287801,-2.780671,-8.361934,-432860.455815
23499320.740672,-2.955102,-6.920428,-441802.368499
23507360.193542,-2.745847,-5.529663,-449243.811207
23515399.646413,-2.899451,-3.988254,-455159.355560
23523439.099284,-2.903050,-0.623205,-459528.787372
23531478.552154,-2.913951,-0.515377,-462337.175726
23539518.005025,-2.899409,-0.364819,-463574.923994
23547557.457895,-2.874318,3.015192,-463237.802627
23555596.910766,-2.907470,3.701508,-461326.963615
23563636.363636,-2.802498,3.094128,-457848.936542
23571675.816507,-2.703706,6.710983,-452815.606280
23579715.269377,-2.661437,6.088397,-446244.172374
23587754.722248,-2.669026,6.939404,-438157.090270
23595794.175119,-2.681962,9.895374,-428581.994579
23603833.627989,-2.581844,10.532120,-417551.604652
23611873.080860,-2.348722,8.984275,-405103.612766
23619912.533730,-2.370448,12.266415,-391280.555332
23627951.986601,-2.452110,13.107230,-376129.667537
23635991.439471,-2.220107,15.984101,-359702.721936
23644030.892342,-2.096211,16.109885,-342055.851544
23652070.345213,-2.073480,17.872643,-323249.358013
23660109.798083,-1.928750,17.424808,-303347.505582
23668149.250954,-1.647139,19.896398,-282418.301471
23676188.703824,-1.421953,18.496057,-260533.263497
23684228.156695,-1.586179,19.873613,-237767.175686
23692267.609565,-1.264606,19.928976,-214197.832722
23700307.062436,-0.899995,23.665178,-189905.774122
23708346.515307,-0.826842,23.445307,-164974.009011
23716385.968177,-0.634726,21.239189,-139487.732480
23724425.421048,-0.546590,22.095262,-113534.034453
23732464.873918,-0.485073,24.024249,-87201.602097
23740504.326789,-0.269550,24.270122,-60580.416762
23748543.779659,-0.188093,23.432903,-33761.446506
23756583.232530,0.146054,22.396081,-6836.335241
23764622.685401,0.163396,22.127144,20102.910419
23772662.138271,0.392572,20.799806,46964.235565
23780701.591142,0.496580,23.992148,73655.851551
23788741.044012,0.836170,23.923798,100086.549648
23796780.496883,0.894444,23.073796,126166.012719
23804819.949753,0.985972,22.153098,151805.123843
23812859.402624,1.284141,19.843612,176916.270838
23820898.855495,1.431259,20.100602,201413.645645
23828938.308365,1.549786,20.539122,225213.537543
23836977.761236,1.463240,19.650755,248234.619203
23845017.214106,1.827907,18.839353,270398.224591
23853056.666977,1.977698,17.299949,291628.617780
23861096.119847,1.967730,15.684414,311853.251753
23869135.572718,2.099032,12.750527,331003.016301
23877175.025589,2.256743,15.532580,349012.474185
23885214.478459,2.406713,12.927452,365820.084742
23893253.931330,2.515724,11.577619,381368.414178
23901293.384200,2.530726,9.434077,395604.331827
23909332.837071,2.757829,10.214736,408479.191704
23917372.289941,2.634799,10.126560,419948.998736
23925411.742812,2.768865,8.923558,429974.559099
23933451.195683,2.787113,5.155951,438521.614148
23941490.648553,2.689920,5.367012,445560.957481
23949530.101424,2.889401,4.012361,451068.534748
23957569.554294,2.844632,1.483915,455025.525838
23965609.007165,2.894722,1.299099,457418.409198
23973648.460035,2.902388,-1.905433,458239.008033
23981687.912906,2.922422,-2.375093,457484.518251
23989727.365776,2.931673,-3.597881,455157.518042
23997766.818647,2.804890,-5.092236,451265.959069
24005806.271518,2.740775,-7.192792,445823.139294
24013845.724388,2.688911,-8.840424,438847.657542
24021885.177259,2.521995,-8.680925,430363.349943
24029924.630129,2.613131,-11.028480,420399.208480
24037964.083000,2.523896,-10.075320,408989.281923
24046003.535870,2.508511,-11.559098,396172.559477
24054042.988741,2.362605,-14.218189,381992.837550
24062082.441612,2.384863,-13.940835,366498.570101
24070121.894482,2.033251,-16.132462,349742.703057
24078161.347353,2.195425,-17.384809,331782.493400
24086200.800223,1.805586,-18.345369,312679.313503
24094240.253094,1.814005,-17.062650,292498.441422
24102279.705964,1.637465,-20.086685,271308.837823
24110319.158835,1.541669,-18.939221,249182.910342
24118358.611706,1.407893,-18.398253,226196.266154
24126398.064576,1.185960,-21.023976,202427.453616
24134437.517447,0.970125,-19.366971,177957.693856
24142476.970317,0.867885,-20.513936,152870.603230
24150516.423188,0.675809,-22.236552,127251.907593
24158555.876058,0.587143,-22.150885,101189.149364
24166595.328929,0.453209,-23.385293,74771.388383
24174634.781800,0.255680,-21.626557,48088.897579
24182674.234670,0.190946,-21.819164,21232.854497
24190713.687541,-0.261789,-22.697970,-5704.970265
24198753.140411,-0.269129,-20.842600,-32632.526652
24206792.593282,-0.619318,-25.802440,-59457.799698
24214832.046152,-0.448938,-22.439662,-86089.123950
24222871.499023,-0.733608,-21.711117,-112435.496707
24230910.951894,-0.918475,-22.446643,-138406.888981
24238950.404764,-0.980360,-20.623365,-163914.553142
24246989.857635,-1.209372,-21.432135,-188871.326181
24255029.310505,-1.348687,-20.822861,-213191.927553
24263068.763376,-1.488510,-19.414112,-236793.250598
24271108.216246,-1.778137,-20.384957,-259594.646519
24279147.669117,-1.754937,-19.448069,-281518.199979
24287187.121988,-2.033392,-17.699602,-302488.995340
24295226.574858,-2.054725,-16.602443,-322435.372663
24303266.027729,-2.121836,-15.680593,-341289.172579
24311305.480599,-2.417085,-14.128991,-358985.969199
24319344.933470,-2.426894,-12.091593,-375465.290264
24327384.386340,-2.488260,-12.690129,-390670.823788
24335423.839211,-2.639440,-10.561308,-404550.610483
24343463.292082,-2.735228,-9.002863,-417057.221310
24351502.744952,-2.759563,-7.451442,-428147.919551
24359542.197823,-2.731178,-6.539930,-437784.806846
24367581.650693,-2.805818,-4.752159,-445934.952696
24375621.103564,-2.790899,-4.332528,-452570.506991
24383660.556434,-2.824223,-3.234171,-457668.795179
24391700.009305,-2.741438,-2.101022,-461212.395744
24399739.462175,-2.858025,-1.120255,-463189.199742
24407778.915046,-2.854876,0.897526,-463592.452176
24415818.367917,-2.862346,2.213761,-462420.775080
24423857.820787,-2.838925,2.555109,-459678.172228
24431897.273658,-3.010996,6.476470,-455374.015450
24439936.726528,-2.863476,5.901568,-449523.012610
24447976.179399,-2.764270,6.642119,-442145.157349
24456015.632269,-2.801441,9.217467,-433265.660756
24464055.085140,-2.769129,9.570018,-422914.865230
24472094.538011,-2.554073,13.103667,-411128.140785
24480133.990881,-2.427790,10.080429,-397945.764195
24488173.443752,-2.387472,13.806302,-383412.781357
24496212.896622,-2.119978,12.312621,-367578.853366
24504252.349493,-2.039873,17.063591,-350498.086815
24512291.802363,-2.148482,15.379373,-332228.848910
24520331.255234,-1.939404,16.473289,-312833.568013
24528370.708105,-1.732159,18.590712,-292378.520327
24536410.160975,-1.601029,20.255403,-270933.603413
24544449.613846,-1.481105,21.797850,-248572.097345
24552489.066716,-1.385504,20.288964,-225370.414301
24560528.519587,-1.225148,20.039913,-201407.837453
24568567.972457,-1.069715,22.009967,-176766.250048
24576607.425328,-0.957182,23.503327,-151529.855598
24584646.878199,-0.806833,23.253504,-125784.890150
24592686.331069,-0.581930,23.882665,-99619.327603
24600725.783940,-0.452935,21.830289,-73122.579092
24608765.236810,-0.187132,21.041394,-46385.187458
24616804.689681,-0.141112,23.549737,-19498.517849
24624844.142551,0.322101,25.492013,7445.554484
24632883.595422,0.402077,21.523098,34354.958135
24640923.048293,0.456933,22.246295,61137.740169
24648962.501163,0.654915,22.753955,87702.380331
24657001.954034,0.816026,22.890027,113958.103787
24665041.406904,0.864495,22.288008,139815.191310
24673080.859775,1.091620,22.877802,165185.285865
24681120.312645,1.447736,19.195915,189981.694534
