Time,RA(mas),Dec(mas),RadialVelocity
9124779.008095,-5.802610,-83.055431,176668.056184
9132818.460966,-5.649444,-84.181715,201171.986815
9140857.913836,-5.549412,-88.813478,224979.260318
9148897.366707,-5.424179,-86.788359,248008.524138
9156936.819578,-5.225155,-85.290481,270181.084283
9164976.272448,-5.103894,-85.501957,291421.174225
9173015.725319,-5.093243,-90.831467,311656.213813
9181055.178189,-4.944117,-87.964784,330817.057280
9189094.631060,-4.839466,-93.684973,348838.229530
9197134.083930,-4.710436,-93.534086,365658.149869
9205173.536801,-4.813248,-93.101884,381219.342440
9213212.989672,-4.766638,-93.561693,395468.632621
9221252.442542,-4.605940,-94.468040,408357.328733
9229291.895413,-4.299683,-97.222614,419841.388420
9237331.348283,-4.441193,-97.770044,429881.569158
9245370.801154,-4.184825,-99.013560,438443.562339
9253410.254024,-4.349394,-101.430447,445498.110519
9261449.706895,-4.253928,-102.962951,451021.107388
9269489.159766,-4.398594,-101.627133,454993.680145
9277528.612636,-4.250056,-104.621421,457402.253994
9285568.065507,-4.327160,-105.082365,458238.598523
9293607.518377,-4.405690,-110.170045,457499.855833
9301646.971248,-4.261205,-110.626944,455188.550306
9309686.424118,-4.358291,-110.432635,451312.579973
9317725.876989,-4.526207,-113.492448,445885.189529
9325765.329859,-4.610632,-114.740564,438924.925075
9333804.782730,-4.738127,-117.533839,430455.570740
9341844.235601,-4.771568,-117.713193,420506.067411
9349883.688471,-4.832227,-117.245901,409110.413837
9357923.141342,-4.869807,-118.215555,396307.550449
9365962.594212,-4.916419,-120.840991,382141.226301
9374002.047083,-4.991573,-120.089060,366659.849564
9382041.499953,-5.083201,-121.653798,349916.322122
9390080.952824,-5.290479,-124.829363,331967.858786
9398120.405695,-5.421222,-125.794071,312875.791794
9406159.858565,-5.365081,-125.922327,292705.361225
9414199.311436,-5.699282,-127.072286,271525.492066
9422238.764306,-5.858591,-127.402233,249408.558690
9430278.217177,-6.025179,-129.128328,226430.137537
9438317.670047,-6.088371,-128.394393,202668.748865
9446357.122918,-6.173377,-128.976152,178205.588434
9454396.575789,-6.347492,-131.144760,153124.250048
9462436.028659,-6.529638,-129.456057,127510.439907
9470475.481530,-6.794397,-132.473873,101451.683736
9478514.934400,-7.005166,-131.554835,75037.027698
9486554.387271,-7.082434,-131.738487,48356.734114
9494593.840141,-7.332166,-132.275225,21501.973019
9502633.293012,-7.481876,-130.281476,-5435.489368
9510672.745883,-7.608982,-133.550282,-32363.604233
9518712.198753,-7.791423,-129.839487,-59190.354699
9526751.651624,-8.000577,-131.267071,-85824.070266
9534791.104494,-8.279903,-132.394840,-112173.740060
9542830.557365,-8.313864,-131.275583,-138149.323828
9550870.010235,-8.462234,-130.365695,-163662.059617
9558909.463106,-8.604308,-129.978323,-188624.767087
9566948.915977,-8.860251,-129.801766,-212952.145414
9574988.368847,-8.787101,-130.564929,-236561.064781
9583027.821718,-8.927029,-127.349663,-259370.850434
9591067.274588,-9.224144,-128.077814,-281303.558366
9599106.727459,-9.467393,-127.017045,-302284.241657
9607146.180329,-9.370276,-127.091188,-322241.206580
9615185.633200,-9.662928,-124.468729,-341106.257587
9623225.086071,-9.851755,-124.746833,-358814.930343
9631264.538941,-9.888279,-122.808522,-375306.712005
9639303.991812,-10.151685,-122.756483,-390525.248009
9647343.444682,-9.972970,-121.354049,-404418.534635
9655382.897553,-10.168958,-122.370831,-416939.096714
9663422.350423,-10.143277,-118.448447,-428044.149854
9671461.803294,-10.097023,-119.502821,-437695.746642
9679501.256165,-10.281409,-116.356851,-445860.906316
9687540.709035,-10.362965,-115.160645,-452511.727461
9695580.161906,-10.305535,-115.668655,-457625.483355
9703619.614776,-10.512849,-111.662331,-461184.699630
9711659.067647,-10.462005,-112.158846,-463177.213978
9719698.520517,-10.452570,-108.634237,-463596.217720
9727737.973388,-10.429931,-109.999341,-462440.279064
9735777.426258,-10.405131,-107.733306,-459713.348004
9743816.879129,-10.474064,-107.192527,-455424.742818
9751856.332000,-10.410604,-105.762953,-449589.118229
9759895.784870,-10.426333,-104.083230,-442226.415326
9767935.237741,-10.287620,-103.182812,-433361.793423
9775974.690611,-10.163433,-101.960281,-423025.544089
9784014.143482,-10.063135,-100.316130,-411252.987631
9792053.596352,-10.013105,-99.859099,-398084.352411
9800093.049223,-10.022913,-98.374444,-383564.637369
9808132.502094,-9.668594,-97.494693,-367743.458262
9816171.954964,-9.805580,-95.403163,-350674.878119
9824211.407835,-9.657941,-97.347092,-332417.222502
9832250.860705,-9.609054,-97.351264,-313032.880197
9840290.313576,-9.453143,-95.540129,-292588.090027
9848329.766446,-9.190222,-92.768215,-271152.714502
9856369.219317,-9.086830,-92.382193,-248800.001092
9864408.672188,-8.965790,-92.111630,-225606.331929
9872448.125058,-8.742361,-92.148985,-201650.962801
9880487.577929,-8.625220,-91.503162,-177015.752324
9888527.030799,-8.479656,-91.956135,-151784.882222
9896566.483670,-8.311415,-91.233856,-126044.569661
9904605.936540,-8.138043,-91.417832,-99882.772644
9912645.389411,-8.116918,-91.107480,-73388.889436
9920684.842282,-7.795081,-91.846607,-46653.453087
9928724.295152,-7.851320,-91.501498,-19767.822066
9936763.748023,-7.604817,-88.180585,7176.131926
9944803.200893,-7.377135,-90.095449,34086.337890
9952842.653764,-7.316407,-91.159723,60870.840146
9960882.106634,-7.188475,-90.779158,87438.112563
9968921.559505,-6.906388,-92.285093,113697.371311
9976961.012376,-6.692213,-93.267404,139558.885082
9985000.465246,-6.881448,-92.075599,164934.281718
9993039.918117,-6.396495,-92.805444,189736.850182
10001079.370987,-6.360365,-93.346660,213881.836869
10009118.823858,-6.120891,-93.404846,237286.735214
10017158.276728,-5.986047,-96.253372,259871.567632
10025197.729599,-5.963275,-98.160111,281559.158810
10033237.182470,-5.682434,-99.538148,302275.399424
10041276.635340,-5.698450,-97.305257,321949.499381
10049316.088211,-5.675643,-101.036165,340514.229722
10057355.541081,-5.494674,-101.359672,357906.152343
10065394.993952,-5.457762,-101.353949,374065.836781
10073434.446822,-5.246302,-102.776337,388938.063289
10081473.899693,-5.312589,-105.334365,402472.011533
10089513.352564,-5.183260,-104.923281,414621.434250
10097552.805434,-4.999673,-105.703158,425344.815278
10105592.258305,-5.075219,-110.696430,434605.511430
10113631.711175,-5.018812,-112.387697,442371.877701
10121671.164046,-5.135504,-110.998468,448617.375404
10129710.616916,-4.918297,-112.786813,453320.662862
10137750.069787,-4.843932,-115.632707,456465.668328
10145789.522657,-5.161057,-115.911378,458041.644911
10153828.975528,-5.109505,-118.227220,458043.207291
10161868.428399,-4.988072,-119.783696,456470.350130
10169907.881269,-5.103822,-119.862458,453328.448087
10177947.334140,-5.064806,-119.627204,448628.237449
10185986.787010,-5.231368,-122.802052,442385.779449
10194026.239881,-5.130693,-123.479100,434622.405378
10202065.692751,-5.331534,-124.746187,425364.643696
10210105.145622,-5.354991,-126.121880,414644.129381
10218144.598493,-5.466896,-131.051094,402497.495826
10226184.051363,-5.477118,-130.316437,388966.249661
10234223.504234,-5.682259,-133.207934,374096.628914
10242262.957104,-5.594755,-135.224245,357939.445018
10250302.409975,-5.938463,-134.254362,340549.909172
10258341.862845,-5.936237,-136.187161,321987.443687
10266381.315716,-6.174704,-137.151628,302315.478923
10274420.768587,-6.080112,-135.229764,281601.236547
10282460.221457,-6.305020,-135.514876,259915.499821
10290499.674328,-6.603671,-140.120905,237332.371733
10298539.127198,-6.706471,-139.796318,213929.021772
10306578.580069,-6.947266,-137.855340,189785.422232
10314618.032939,-7.228778,-141.935012,164984.074938
10322657.485810,-7.313920,-138.743601,139609.729322
10330696.938681,-7.334391,-140.395702,113749.092829
10338736.391551,-7.411452,-140.111394,87490.534621
10346775.844422,-7.642289,-139.219451,60923.783611
10354815.297292,-7.861629,-138.845762,34139.621846
10362854.750163,-8.195189,-141.964970,7229.574297
10370894.203033,-8.222926,-143.034516,-19714.403901
10378933.655904,-8.650233,-143.945743,-46600.241666
10386973.108775,-8.712621,-140.912723,-73336.066587
10395012.561645,-8.834430,-142.958067,-99830.518871
10403052.014516,-8.974440,-141.178923,-125993.063522
10411091.467386,-9.087930,-142.635421,-151734.299719
10419130.920257,-9.441300,-141.373082,-176966.266305
10427170.373127,-9.410553,-140.881370,-201602.742366
10435209.825998,-9.510012,-139.228616,-225559.541853
10443249.278869,-9.843840,-139.605035,-248754.801263
10451288.731739,-10.009153,-139.547156,-271109.259375
10459328.184610,-9.839336,-136.300184,-292546.528092
10467367.637480,-10.051481,-137.079927,-312993.353478
10475407.090351,-10.246650,-134.187576,-332379.866066
10483446.543221,-10.503952,-134.734557,-350639.819618
10491485.996092,-10.513066,-134.241229,-367710.817495
10499525.448963,-10.683573,-134.894613,-383534.525875
10507564.901833,-10.626516,-130.053926,-398056.873084
10515604.354704,-10.764534,-130.281520,-411228.234372
10523643.807574,-10.895420,-130.365065,-423003.601481
10531683.260445,-10.866800,-129.983976,-433342.736450
10539722.713315,-10.923086,-128.038169,-442210.309106
10547762.166186,-10.806799,-124.650966,-449576.017800
10555801.619056,-10.979073,-123.447922,-455414.692945
10563841.071927,-10.991683,-125.856314,-459706.383030
10571880.524798,-11.027233,-123.417908,-462436.422788
10579919.977668,-11.133975,-118.872272,-463595.483320
10587959.430539,-11.075717,-119.808134,-463179.603963
10595998.883409,-11.107701,-118.896220,-461190.205833
10604038.336280,-11.109434,-118.151252,-457634.086962
10612077.789150,-11.116664,-115.219822,-452523.399071
10620117.242021,-10.989613,-115.330940,-445875.606046
10628156.694892,-10.876359,-113.441266,-437713.424261
10636196.147762,-10.937668,-113.646415,-428064.744955
10644235.600633,-10.807001,-112.262318,-416962.538922
10652275.053503,-10.773500,-109.042528,-404444.743845
10660314.506374,-10.490705,-111.073278,-390554.134659
10668353.959244,-10.506273,-108.459504,-375338.177387
10676393.412115,-10.425071,-106.533816,-358848.866935
10684432.864986,-10.366105,-103.931553,-341142.549424
10692472.317856,-10.304839,-103.403906,-322279.729647
10700511.770727,-10.153806,-104.256261,-302324.864316
10708551.223597,-10.040853,-105.166963,-281346.141804
10716590.676468,-9.810779,-102.235361,-259415.249139
10724630.129338,-9.679501,-103.366028,-236607.127035
10732669.582209,-9.720334,-103.501997,-212999.713818
10740709.035080,-9.335445,-98.178819,-188673.679092
10748748.487950,-9.309986,-100.338866,-163712.148085
10756787.940821,-9.247081,-101.970119,-138200.417600
10764827.393691,-8.932824,-100.628553,-112225.664543
10772866.846562,-8.798014,-99.287503,-85876.648026
10780906.299432,-8.697287,-99.762652,-59243.406071
10788945.752303,-8.402264,-98.108112,-32416.947935
10796985.205174,-8.285893,-102.491136,-5488.943117
10805024.658044,-8.006206,-102.747811,21448.591883
10813064.110915,-8.128295,-101.464617,48303.607999
10821103.563785,-7.939457,-102.122888,74984.338145
10829143.016656,-7.558483,-102.148327,101399.610791
10837182.469526,-7.457797,-100.154449,127459.161510
10845221.922397,-7.452899,-102.341777,153073.941424
10853261.375268,-7.240293,-104.429050,178156.421494
10861300.828138,-7.067712,-104.187376,202620.891619
10869340.281009,-6.880004,-104.054571,226383.753519
10877379.733879,-6.621991,-107.399216,249363.806401
10885419.186750,-6.654044,-106.399200,271482.524431
10893458.639620,-6.471474,-106.550961,292664.325068
10901498.092491,-6.477117,-110.288581,312836.827342
10909537.545361,-6.316534,-109.300799,331931.099186
10917576.998232,-6.160591,-108.457291,349881.892986
10925616.451103,-6.172260,-111.736683,366627.868541
10933655.903973,-6.094534,-110.899961,382111.802673
10941695.356844,-5.892910,-116.234478,396280.784762
10949734.809714,-5.907111,-117.025323,409086.397552
10957774.262585,-5.884633,-117.592048,420484.882595
10965813.715455,-5.695619,-118.873556,430437.289785
10973853.168326,-5.727586,-118.288566,438909.610448
10981892.621197,-5.723984,-119.347917,445872.893564
10989932.074067,-5.571681,-122.840868,451303.344685
10997971.526938,-5.734111,-124.411953,455182.407254
11006010.979808,-5.671433,-125.037515,457496.826009
11014050.432679,-5.650353,-125.945902,458238.692279
11022089.885549,-5.678933,-129.710699,457405.471010
11030129.338420,-5.863159,-128.945790,455000.009430
11038168.791291,-5.769595,-133.159784,451030.527311
11046208.244161,-5.705005,-133.067897,445510.588893
11054247.697032,-5.774203,-132.954401,438459.056523
11062287.149902,-5.808138,-135.009102,429900.026206
11070326.602773,-5.958228,-136.787519,419862.745263
11078366.055643,-6.055274,-138.925426,408381.512391
11086405.508514,-6.213520,-139.357526,395495.560456
11094444.961385,-6.279526,-140.284992,381248.922436
11102484.414255,-6.226786,-142.341557,365690.280947
11110523.867126,-6.419384,-140.569804,348872.801893
11118563.319996,-6.757965,-144.960166,330853.952791
11126602.772867,-6.740155,-145.624021,311695.306395
11134642.225737,-6.803111,-142.908440,291462.330293
11142681.678608,-6.933564,-146.754604,270224.163201
11150721.131479,-7.148235,-147.282027,248053.378702
11158760.584349,-7.322753,-149.958935,225025.737252
11166800.037220,-7.473234,-149.605531,201219.927302
11174839.490090,-7.700040,-149.520124,176717.296404
11182878.942961,-7.821363,-148.857983,151601.573240
11190918.395831,-7.887788,-152.934094,125958.581505
11198957.848702,-8.097177,-150.253160,99875.946643
11206997.301573,-8.135687,-147.856742,73442.796413
11215036.754443,-8.476906,-153.486042,46749.456331
11223076.207314,-8.650354,-151.499430,19887.141018
11231115.660184,-8.849916,-151.951143,-7052.357498
11239155.113055,-9.024358,-151.320687,-33976.983441
11247194.565925,-9.128227,-150.271578,-60794.731859
11255234.018796,-9.494001,-151.943984,-87413.963012
11263273.471667,-9.495886,-151.613069,-113743.715522
11271312.924537,-9.618446,-152.124568,-139694.017195
11279352.377408,-9.806838,-151.591776,-165176.192471
11287391.830278,-10.027938,-151.542507,-190103.165438
11295431.283149,-10.226148,-149.156823,-214389.757384
11303470.736019,-10.419715,-148.881746,-237952.977861
11311510.188890,-10.430857,-147.558280,-260712.308277
11319549.641760,-10.606080,-149.540646,-282589.977035
11327589.094631,-10.662283,-147.814047,-303511.225292
11335628.547502,-10.964794,-146.857066,-323404.562418
11343668.000372,-11.089708,-145.123406,-342202.010290
11351707.453243,-11.309144,-144.998763,-359839.335581
11359746.906113,-11.213519,-142.347207,-376256.269252
11367786.358984,-11.269839,-142.319358,-391396.712505
11375825.811854,-11.388851,-141.669196,-405208.928471
11383865.264725,-11.531833,-139.735694,-417645.719012
11391904.717596,-11.394263,-138.108689,-428664.585993
11399944.170466,-11.684914,-137.889090,-438227.876512
11407983.623337,-11.777618,-134.388249,-446302.911559
11416023.076207,-11.770521,-134.668796,-452862.097688
11424062.529078,-11.790371,-132.776155,-457883.021306
11432101.981948,-11.772752,-130.448533,-461348.525263
11440141.434819,-11.818581,-132.233165,-463246.767480
11448180.887690,-11.743492,-129.595393,-463571.261417
11456220.340560,-11.682188,-128.488624,-462320.898236
11464259.793431,-11.913812,-128.330219,-459499.950590
11472299.246301,-11.721472,-126.569552,-455118.058026
11480338.699172,-11.536946,-124.281034,-449190.194039
11488378.152042,-11.577912,-123.536943,-441736.614915
11496417.604913,-11.674718,-124.348015,-432782.790503
11504457.057784,-11.577146,-120.464426,-422359.317187
11512496.510654,-11.416874,-118.104443,-410501.813334
11520535.963525,-11.576339,-118.140797,-397250.797577
11528575.416395,-11.394257,-118.311804,-382651.550363
11536614.869266,-11.159631,-115.081084,-366753.959222
11544654.322136,-11.115735,-115.849193,-349612.348293
11552693.775007,-11.038377,-115.220740,-331285.292692
11560733.227878,-10.705860,-115.574425,-311835.418355
11568772.680748,-10.608203,-115.200700,-291329.188035
11576812.133619,-10.825020,-113.257561,-269836.674193
11584851.586489,-10.261109,-113.342998,-247431.319546
11592891.039360,-10.205005,-111.721824,-224189.686110
11600930.492230,-10.118129,-112.870774,-200191.193573
11608969.945101,-10.018112,-111.794724,-175517.847908
11617009.397972,-9.890103,-111.477216,-150253.961151
11625048.850842,-9.701767,-109.154419,-124485.863294
11633088.303713,-9.589418,-108.585118,-98301.607282
11641127.756583,-9.432057,-108.069686,-71790.668127
11649167.209454,-9.211437,-110.909884,-45043.637163
11657206.662324,-9.052839,-110.424199,-18151.912476
11665246.115195,-8.803574,-109.584307,8792.613409
11673285.568066,-8.690726,-109.402639,35697.867537
11681325.020936,-8.638261,-111.824961,62471.911150
11689364.473807,-8.195600,-110.941479,89023.253857
11697403.926677,-8.184505,-111.259754,115261.166260
11705443.379548,-7.835948,-110.428935,141095.989996
11713482.832418,-7.736317,-111.861047,166439.444108
11721522.285289,-7.954792,-112.863770,191204.926713
11729561.738159,-7.794150,-114.022079,215307.810932
11737601.191030,-7.531531,-115.690234,238665.734070
11745640.643901,-7.386893,-117.854905,261198.879063
11753680.096771,-7.304419,-115.164395,282830.247219
11761719.549642,-7.031686,-118.097206,303485.921336
11769759.002512,-7.120953,-119.029437,323095.318286
11777798.455383,-6.963035,-121.823871,341591.430207
11785837.908253,-6.998876,-121.344593,358911.053474
11793877.361124,-6.818088,-124.400848,374995.004680
11801916.813995,-6.597619,-123.591138,389788.322868
11809956.266865,-6.616208,-126.624160,403240.457345
11817995.719736,-6.468583,-127.429629,415305.440414
11826035.172606,-6.407635,-128.510838,425942.044458
11834074.625477,-6.410313,-129.965939,435113.922815
11842114.078347,-6.387695,-130.578162,442789.733982
11850153.531218,-6.304064,-131.315849,448943.248713
11858192.984089,-6.255852,-133.006478,453553.439648
11866232.436959,-6.291136,-133.673908,456604.553162
11874271.889830,-6.147554,-133.544546,458086.163204
11882311.342700,-6.241603,-137.312241,457993.206920
11890350.795571,-6.299190,-137.406762,456326.001952
11898390.248441,-6.344584,-140.485984,453090.245359
11906429.701312,-6.374470,-142.152969,448296.994140
11914469.154183,-6.358466,-143.127400,441962.627460
11922508.607053,-6.594041,-144.332850,434108.790676
11930548.059924,-6.595277,-147.791745,424762.321368
11938587.512794,-6.501228,-146.517918,413955.157642
11946626.965665,-6.769633,-148.341975,401724.228982
11954666.418535,-6.885056,-150.676549,388111.330064
11962705.871406,-6.980860,-149.716896,373162.977938
11970745.324277,-7.252739,-153.223729,356930.253068
11978784.777147,-7.200620,-154.454993,339468.624789
11986824.230018,-7.316823,-152.372383,320837.761761
11994863.682888,-7.198607,-157.347502,301101.328066
12002903.135759,-7.552857,-157.360541,280326.765671
12010942.588629,-7.816496,-160.256865,258585.063959
12018982.041500,-8.037539,-160.203575,235950.517157
12027021.494371,-7.995380,-157.492567,212500.470460
12035060.947241,-8.237109,-158.884979,188315.055730
12043100.400112,-8.258723,-159.356073,163476.917679
12051139.852982,-8.443748,-160.106993,138070.931459
12059179.305853,-8.752214,-162.797129,112183.912635
12067218.758723,-8.752650,-162.258700,85904.320520
12075258.211594,-9.056776,-161.439370,59321.955903
12083297.664465,-9.127923,-162.368344,32527.654186
12091337.117335,-9.441170,-163.084013,5612.974987
12099376.570206,-9.704455,-163.489830,-21330.110731
12107416.023076,-9.751739,-161.717737,-48209.534933
12115455.475947,-10.175738,-160.844659,-74933.447128
12123494.928817,-10.139209,-160.290336,-101410.528228
12131534.381688,-10.330572,-163.087717,-127550.302598
12139573.834558,-10.320158,-161.591983,-153263.447225
12147613.287429,-10.653825,-161.480528,-178462.096945
12155652.740300,-10.752414,-160.059928,-203060.144691
12163692.193170,-10.994911,-159.572478,-226973.535731
12171731.646041,-11.096194,-159.947787,-250120.554892
12179771.098911,-11.270086,-157.638156,-272422.105796
12187810.551782,-11.340075,-157.563859,-293801.981139
12195850.004652,-11.424800,-155.855202,-314187.123104
12203889.457523,-11.640077,-156.026996,-333507.873005
12211928.910394,-11.760616,-154.610982,-351698.209323
12219968.363264,-11.752091,-153.210604,-368695.973311
12228007.816135,-11.950599,-153.343699,-384443.081396
12236047.269005,-11.987158,-151.927383,-398885.723658
12244086.721876,-12.010466,-151.384257,-411974.547708
12252126.174746,-12.105850,-149.146072,-423664.827330
12260165.627617,-12.105825,-148.062365,-433916.615315
12268205.080488,-12.186041,-145.479910,-442694.879971
12276244.533358,-12.255945,-146.614490,-449969.624821
12284283.986229,-12.373089,-146.641198,-455715.991118
12292323.439099,-12.527065,-141.852752,-459914.342777
12300362.891970,-12.375930,-140.733723,-462550.333485
12308402.344840,-12.397374,-139.990766,-463614.955719
12316441.797711,-12.453771,-138.241785,-463104.571525
12324481.250582,-12.401669,-138.900989,-461020.924953
12332520.703452,-12.475981,-136.076086,-457371.136095
12340560.156323,-12.393504,-134.980835,-452167.676754
12348599.609193,-12.258619,-132.079932,-445428.327829
12356639.062064,-12.264670,-132.109646,-437176.118552
12364678.514934,-12.096922,-130.366919,-427439.247797
12372717.967805,-11.995605,-130.416565,-416250.987720
12380757.420676,-12.114524,-129.397454,-403649.570062
12388796.873546,-11.903613,-129.302810,-389678.055509
12396836.326417,-11.950668,-128.365253,-374384.186545
12404875.779287,-12.003647,-127.386992,-357820.224312
12412915.232158,-11.625712,-126.634237,-340042.770027
12420954.685028,-11.537832,-125.138164,-321112.571564
12428994.137899,-11.513223,-123.632643,-301094.315879
12437033.590770,-11.378529,-123.536695,-280056.407958
12445073.043640,-11.190773,-123.246346,-258070.737071
12453112.496511,-11.127578,-121.635578,-235212.431119
12461151.949381,-10.881953,-121.280751,-211559.599910
12469191.402252,-10.690550,-121.689639,-187193.068250
12477230.855122,-10.646681,-120.154307,-162196.099749
12485270.307993,-10.428918,-121.608149,-136654.112305
12493309.760863,-10.312956,-118.276126,-110654.386214
12501349.213734,-10.028314,-120.816708,-84285.765927
12509388.666605,-9.941806,-120.625856,-57638.356453
12517428.119475,-9.730815,-120.247835,-30803.215461
12525467.572346,-9.649748,-120.553543,-3872.042122
12533507.025216,-9.525988,-121.003041,23063.136238
12541546.478087,-9.341052,-120.108235,49910.278606
12549585.930957,-9.281120,-122.899216,76577.644801
12557625.383828,-8.943596,-120.368731,102974.108960
12565664.836699,-8.777733,-121.363690,129009.470927
12573704.289569,-8.833754,-121.777636,154594.764479
12581743.742440,-8.498272,-123.603543,179642.561337
12589783.195310,-8.446104,-123.957371,204067.269917
12597822.648181,-8.306529,-124.271037,227785.427809
12605862.101051,-8.097259,-126.483787,250715.986978
12613901.553922,-7.924215,-124.432118,272780.590718
12621941.006793,-7.736062,-127.404278,293903.841405
12629980.459663,-7.604006,-129.086564,314013.558140
12638019.912534,-7.539024,-128.644096,333041.023402
12646059.365404,-7.591817,-130.103144,350921.217864
12654098.818275,-7.327342,-131.545988,367593.042574
12662138.271145,-7.375945,-134.168512,382999.527734
12670177.724016,-7.375323,-135.261987,397088.027381
12678217.176887,-7.178372,-135.122593,409810.399274
12686256.629757,-7.017273,-137.143068,421123.169412
12694296.082628,-7.068036,-139.807499,430987.680588
12702335.535498,-6.998043,-138.439661,439370.224480
12710374.988369,-7.024326,-141.695126,446242.156847
12718414.441239,-7.079374,-143.745745,451579.995399
12726453.894110,-6.994547,-144.267633,455365.500046
12734493.346981,-7.041766,-145.886275,457585.735228
12742532.799851,-6.891386,-147.890041,458233.114110
12750572.252722,-6.969367,-151.461533,457305.424516
12758611.705592,-7.143166,-149.704181,454805.836480
12766651.158463,-7.235548,-151.592405,450742.891422
12774690.611333,-7.134058,-152.417786,445130.472953
12782730.064204,-7.128900,-153.793310,437987.759438
12790769.517075,-7.344670,-156.136937,429339.158459
12798808.969945,-7.308259,-156.601767,419214.223413
12806848.422816,-7.167146,-160.163998,407647.552520
12814887.875686,-7.548561,-160.949545,394678.670603
12822927.328557,-7.558441,-159.471099,380351.894018
12830966.781427,-7.559933,-161.362476,364716.179227
12839006.234298,-7.793872,-163.179692,347824.955505
12847045.687169,-7.880629,-162.549463,329735.942361
12855085.140039,-8.199289,-162.776937,310510.952310
12863124.592910,-8.218753,-165.679182,290215.679647
12871164.045780,-8.321969,-167.428677,268919.475961
12879203.498651,-8.620860,-166.253712,246695.113153
12887242.951521,-8.565805,-166.191804,223618.534765
12895282.404392,-8.679993,-166.435723,199768.596471
12903321.857262,-9.010309,-170.029963,175226.796616
12911361.310133,-9.133991,-171.576664,150076.997726
12919400.763004,-9.355791,-171.319642,124405.139939
12927440.215874,-9.488166,-170.954796,98298.947336
12935479.668745,-9.798983,-169.450031,71847.628178
12943519.121615,-9.877547,-170.794325,45141.570066
12951558.574486,-9.882019,-172.960330,18272.031078
12959598.027356,-10.072638,-172.704542,-8669.172070
12967637.480227,-10.384024,-172.606162,-35589.977781
12975676.933098,-10.636569,-172.620977,-62398.394154
12983716.385968,-10.716876,-170.558787,-89002.813340
12991755.838839,-10.887175,-171.086554,-115312.324573
12999795.291709,-11.174738,-172.930261,-141237.024829
13007834.744580,-11.111873,-167.783260,-166688.326029
13015874.197450,-11.370775,-169.818528,-191579.257764
13023913.650321,-11.594051,-168.890827,-215824.764477
13031953.103192,-11.741983,-169.265508,-239341.996116
13039992.556062,-11.853614,-169.411284,-262050.591236
13048032.008933,-12.075076,-167.094062,-283872.951612
13056071.461803,-12.209632,-168.582822,-304734.507396
13064110.914674,-12.429031,-165.827449,-324563.971935
13072150.367544,-12.285022,-165.001480,-343293.585366
13080189.820415,-12.201071,-166.731000,-360859.346162
13088229.273286,-12.635517,-162.905123,-377201.229829
13096268.726156,-12.651563,-163.463961,-392263.394024
13104308.179027,-12.780384,-160.926303,-405994.369370
13112347.631897,-12.807437,-160.028883,-418347.235336
13120387.084768,-13.023660,-159.425986,-429279.780570
13128426.537638,-13.123348,-157.201694,-438754.647141
13136465.990509,-12.957619,-155.845863,-446739.458197
13144505.443380,-12.972405,-155.626829,-453206.928598
13152544.896250,-13.123363,-154.036561,-458134.958156
13160584.349121,-13.015821,-153.842635,-461506.707151
13168623.801991,-13.029092,-150.861727,-463310.653879
13176663.254862,-12.968841,-151.392086,-463540.634019
13184702.707732,-13.183333,-148.831765,-462195.861698
13192742.160603,-12.946254,-148.437515,-459280.932179
13200781.613474,-13.066060,-145.249674,-454805.806156
13208821.066344,-13.006382,-146.714808,-448785.775716
13216860.519215,-13.020224,-141.722481,-441241.412088
13224899.972085,-13.006392,-141.710309,-432198.495345
13232939.424956,-12.857141,-140.954293,-421687.926311
13240978.877826,-12.997202,-140.069702,-409745.620969
13249018.330697,-12.753444,-139.840383,-396412.387731
13257057.783568,-12.609623,-134.791786,-381733.787993
13265097.236438,-12.554273,-138.298728,-365759.980441
13273136.689309,-12.493382,-137.213430,-348545.549654
13281176.142179,-12.356846,-133.156076,-330149.319587
13289215.595050,-12.212892,-134.455916,-310634.152551
13297255.047920,-12.057096,-133.094786,-290066.734415
13305294.500791,-12.038225,-134.070795,-268517.346724
13313333.953661,-11.896662,-130.980646,-246059.626543
13321373.406532,-11.588130,-132.085141,-222770.314826
13329412.859403,-11.509911,-131.000865,-198728.994184
13337452.312273,-11.296627,-130.776355,-174017.816940
13345491.765144,-11.266077,-130.216348,-148721.224406
13353531.218014,-10.933716,-130.414328,-122925.658332
13361570.670885,-10.957496,-128.995762,-96719.265527
13369610.123755,-10.667813,-128.701523,-70191.596647
13377649.576626,-10.455833,-129.486081,-43433.300193
13385689.029497,-10.495379,-128.264731,-16535.812747
13393728.482367,-10.294736,-130.278342,10408.953473
13401767.935238,-10.112849,-130.346230,37308.924691
13409807.388108,-9.915046,-129.754239,64072.180204
13417846.840979,-9.767323,-131.010381,90607.266481
13425886.293849,-9.566885,-130.925525,116823.509678
13433925.746720,-9.362766,-130.834959,142631.325477
13441965.199591,-9.352348,-132.572832,167942.525210
13450004.652461,-9.088871,-132.952654,192670.617213
13458044.105332,-9.041655,-136.326434,216731.102374
13466083.558202,-8.761039,-135.948228,240041.762882
13474123.011073,-8.851304,-133.970265,262522.943175
13482162.463943,-8.518951,-136.416922,284097.822132
13490201.916814,-8.456742,-136.610129,304692.675581
13498241.369685,-8.374120,-140.260188,324237.128227
13506280.822555,-8.055914,-142.160952,342664.394130
13514320.275426,-8.099379,-140.171245,359911.504923
13522359.728296,-8.085290,-140.512868,375919.524981
