Time,x,y
23515399.646413,-2.899451,-0.463670
23523439.099284,-2.903050,-0.072453
23531478.552154,-2.913951,-0.059917
23539518.005025,-2.899409,-0.042413
23547557.457895,-2.874318,0.350543
23555596.910766,-2.907470,0.430333
23563636.363636,-2.802498,0.359720
23571675.816507,-2.703706,0.780212
23579715.269377,-2.661437,0.707830
23587754.722248,-2.669026,0.806768
23595794.175119,-2.681962,1.150425
23603833.627989,-2.581844,1.224453
23611873.080860,-2.348722,1.044502
23619912.533730,-2.370448,1.426080
23627951.986601,-2.452110,1.523832
23635991.439471,-2.220107,1.858294
23644030.892342,-2.096211,1.872918
23652070.345213,-2.073480,2.077854
23660109.798083,-1.928750,2.025789
23668149.250954,-1.647139,2.313133
23676188.703824,-1.421953,2.150331
23684228.156695,-1.586179,2.310485
23692267.609565,-1.264606,2.316921
23700307.062436,-0.899995,2.751288
23708346.515307,-0.826842,2.725726
23716385.968177,-0.634726,2.469245
23724425.421048,-0.546590,2.568771
23732464.873918,-0.485073,2.793033
23740504.326789,-0.269550,2.821618
23748543.779659,-0.188093,2.724284
23756583.232530,0.146054,2.603744
23764622.685401,0.163396,2.572478
23772662.138271,0.392572,2.418163
23780701.591142,0.496580,2.789301
23788741.044012,0.836170,2.781355
23796780.496883,0.894444,2.682534
23804819.949753,0.985972,2.575495
23812859.402624,1.284141,2.306997
23820898.855495,1.431259,2.336874
23828938.308365,1.549786,2.387856
23836977.761236,1.463240,2.284575
23845017.214106,1.827907,2.190243
23853056.666977,1.977698,2.011273
23861096.119847,1.967730,1.823453
23869135.572718,2.099032,1.482362
23877175.025589,2.256743,1.805801
23885214.478459,2.406713,1.502931
23893253.931330,2.515724,1.346001
23901293.384200,2.530726,1.096795
23909332.837071,2.757829,1.187554
23917372.289941,2.634799,1.177303
23925411.742812,2.768865,1.037443
23933451.195683,2.787113,0.599425
23941490.648553,2.689920,0.623963
23949530.101424,2.889401,0.466473
23957569.554294,2.844632,0.172518
23965609.007165,2.894722,0.151032
23973648.460035,2.902388,-0.221524
23981687.912906,2.922422,-0.276126
23989727.365776,2.931673,-0.418286
23997766.818647,2.804890,-0.592018
24005806.271518,2.740775,-0.836226
24013845.724388,2.688911,-1.027778
24021885.177259,2.521995,-1.009235
24029924.630129,2.613131,-1.282159
24037964.083000,2.523896,-1.171346
24046003.535870,2.508511,-1.343848
24054042.988741,2.362605,-1.652991
24062082.441612,2.384863,-1.620746
24070121.894482,2.033251,-1.875542
24078161.347353,2.195425,-2.021139
24086200.800223,1.805586,-2.132813
24094240.253094,1.814005,-1.983685
24102279.705964,1.637465,-2.335256
24110319.158835,1.541669,-2.201853
24118358.611706,1.407893,-2.138961
24126398.064576,1.185960,-2.444224
24134437.517447,0.970125,-2.251583
24142476.970317,0.867885,-2.384928
24150516.423188,0.675809,-2.585197
24158555.876058,0.587143,-2.575238
24166595.328929,0.453209,-2.718749
24174634.781800,0.255680,-2.514280
24182674.234670,0.190946,-2.536672
24190713.687541,-0.261789,-2.638841
24198753.140411,-0.269129,-2.423138
24206792.593282,-0.619318,-2.999763
24214832.046152,-0.448938,-2.608811
24222871.499023,-0.733608,-2.524111
24230910.951894,-0.918475,-2.609622
24238950.404764,-0.980360,-2.397650
24246989.857635,-1.209372,-2.491677
24255029.310505,-1.348687,-2.420843
24263068.763376,-1.488510,-2.257064
24271108.216246,-1.778137,-2.369933
24279147.669117,-1.754937,-2.261011
24287187.121988,-2.033392,-2.057736
24295226.574858,-2.054725,-1.930182
24303266.027729,-2.121836,-1.823009
24311305.480599,-2.417085,-1.642621
24319344.933470,-2.426894,-1.405755
24327384.386340,-2.488260,-1.475340
24335423.839211,-2.639440,-1.227846
24343463.292082,-2.735228,-1.046663
24351502.744952,-2.759563,-0.866297
24359542.197823,-2.731178,-0.760325
24367581.650693,-2.805818,-0.552481
24375621.103564,-2.790899,-0.503695
24383660.556434,-2.824223,-0.376001
24391700.009305,-2.741438,-0.244262
24399739.462175,-2.858025,-0.130240
24407778.915046,-2.854876,0.104345
24415818.367917,-2.862346,0.257369
24423857.820787,-2.838925,0.297054
24431897.273658,-3.010996,0.752947
24439936.726528,-2.863476,0.686110
24447976.179399,-2.764270,0.772205
24456015.632269,-2.801441,1.071613
24464055.085140,-2.769129,1.112600
24472094.538011,-2.554073,1.523418
24480133.990881,-2.427790,1.171940
24488173.443752,-2.387472,1.605106
24496212.896622,-2.119978,1.431452
24504252.349493,-2.039873,1.983794
24512291.802363,-2.148482,1.787989
24520331.255234,-1.939404,1.915167
24528370.708105,-1.732159,2.161336
24536410.160975,-1.601029,2.354871
24544449.613846,-1.481105,2.534194
24552489.066716,-1.385504,2.358773
24560528.519587,-1.225148,2.329818
24568567.972457,-1.069715,2.558855
24576607.425328,-0.957182,2.732471
24584646.878199,-0.806833,2.703427
24592686.331069,-0.581930,2.776573
24600725.783940,-0.452935,2.537966
24608765.236810,-0.187132,2.446250
24616804.689681,-0.141112,2.737867
24624844.142551,0.322101,2.963674
24632883.595422,0.402077,2.502252
24640923.048293,0.456933,2.586330
24648962.501163,0.654915,2.645350
24657001.954034,0.816026,2.661170
24665041.406904,0.864495,2.591179
24673080.859775,1.091620,2.659748
24681120.312645,1.447736,2.231696
24689159.765516,1.315039,2.445351
24697199.218387,1.504026,2.293076
24705238.671257,1.774585,2.312224
24713278.124128,1.881160,2.094951
24721317.576998,2.066812,1.950732
24729357.029869,2.157085,1.764487
24737396.482739,2.177451,1.649205
24745435.935610,2.308643,1.683834
24753475.388481,2.297926,1.658302
24761514.841351,2.470005,1.314372
24769554.294222,2.590807,1.500369
24777593.747092,2.562116,1.142974
24785633.199963,2.616219,0.681791
24793672.652833,2.777910,0.646307
24801712.105704,2.853716,0.590834
24809751.558574,3.004906,0.394817
24817791.011445,2.742604,0.551241
24825830.464316,2.863995,0.190927
24833869.917186,2.830097,0.181733
24841909.370057,2.767183,-0.167913
24849948.822927,2.833331,-0.128684
24857988.275798,2.873977,-0.252605
24866027.728668,2.607166,-0.584416
24874067.181539,2.762266,-0.794512
24882106.634410,2.699618,-0.664637
24890146.087280,2.643675,-1.045771
24898185.540151,2.570924,-0.963445
24906224.993021,2.473688,-1.467348
24914264.445892,2.368942,-1.572639
24922303.898762,2.289790,-1.548947
24930343.351633,2.124290,-1.716525
24938382.804504,2.039336,-2.085886
24946422.257374,1.950830,-1.626728
24954461.710245,1.743683,-2.005394
24962501.163115,1.503414,-2.083124
24970540.615986,1.715140,-2.227049
24978580.068856,1.389916,-2.366222
24986619.521727,1.265783,-2.788688
24994658.974598,1.105242,-2.506000
25002698.427468,0.878813,-2.625778
25010737.880339,0.751872,-2.760754
25018777.333209,0.684450,-2.399221
25026816.786080,0.472538,-2.639676
25034856.238950,0.232356,-2.914179
25042895.691821,0.014630,-2.683486
25050935.144692,0.024214,-2.831622
25058974.597562,-0.232985,-2.509899
25067014.050433,-0.422339,-2.513078
25075053.503303,-0.483159,-2.862374
25083092.956174,-0.549255,-2.496212
25091132.409044,-0.874917,-2.520426
25099171.861915,-1.020920,-2.824075
25107211.314786,-1.325650,-2.496579
25115250.767656,-1.236583,-2.502295
25123290.220527,-1.461657,-2.348740
25131329.673397,-1.781650,-2.046293
25139369.126268,-1.889613,-2.197459
25147408.579138,-1.852827,-2.095524
25155448.032009,-2.096895,-1.764447
25163487.484880,-2.246953,-1.730041
25171526.937750,-2.271122,-1.733164
25179566.390621,-2.354073,-1.546516
25187605.843491,-2.439404,-1.434041
25195645.296362,-2.417730,-1.240990
25203684.749232,-2.722682,-1.193820
25211724.202103,-2.800947,-0.983218
25219763.654973,-2.806167,-1.020969
25227803.107844,-2.848346,-0.844677
25235842.560715,-2.848215,-0.243707
25243882.013585,-2.952394,-0.396093
25251921.466456,-2.818786,-0.142414
25259960.919326,-2.768002,-0.143720
25268000.372197,-2.937731,-0.090312
25276039.825067,-2.793415,-0.193292
25284079.277938,-2.899827,0.431314
25292118.730809,-2.810119,0.505794
25300158.183679,-2.785260,0.754271
25308197.636550,-2.834923,1.017954
25316237.089420,-2.615103,0.702926
25324276.542291,-2.622176,0.909797
25332315.995161,-2.554830,1.388855
25340355.448032,-2.605078,1.251785
25348394.900903,-2.431234,1.956990
25356434.353773,-2.167205,2.017572
25364473.806644,-2.396385,1.750022
25372513.259514,-2.146016,2.095679
25380552.712385,-2.064924,1.916384
25388592.165255,-1.852328,1.790422
25396631.618126,-1.754674,2.470223
25404671.070997,-1.447043,2.145327
25412710.523867,-1.424716,2.249840
25420749.976738,-1.163309,2.359237
25428789.429608,-1.063195,2.557184
25436828.882479,-1.021242,2.550657
25444868.335349,-0.748388,2.537672
25452907.788220,-0.580508,2.309969
25460947.241091,-0.481491,2.517579
25468986.693961,-0.277440,2.488562
25477026.146832,-0.005424,2.791353
25485065.599702,0.166201,2.774412
25493105.052573,0.288602,2.721956
25501144.505443,0.386766,2.923103
25509183.958314,0.428796,2.662413
25517223.411185,0.825815,2.641133
25525262.864055,0.863655,2.371555
25533302.316926,1.243113,2.664779
25541341.769796,1.256089,2.537440
25549381.222667,1.183102,2.549536
25557420.675537,1.481872,2.190571
25565460.128408,1.522636,1.915071
25573499.581278,1.798958,2.414667
25581539.034149,1.851717,2.011699
25589578.487020,2.080391,1.745946
25597617.939890,2.053912,1.641130
25605657.392761,2.093864,1.496090
25613696.845631,2.402417,1.700002
25621736.298502,2.345451,1.700201
25629775.751372,2.396955,1.421370
25637815.204243,2.676162,1.317498
25645854.657114,2.689515,0.825451
25653894.109984,2.795105,0.884399
25661933.562855,2.874598,0.788969
25669973.015725,2.756241,0.460341
25678012.468596,2.885786,0.028078
25686051.921466,2.940955,0.250970
25694091.374337,2.825126,-0.030727
25702130.827208,2.862081,0.031204
25710170.280078,2.890703,-0.394993
25718209.732949,2.773167,-0.585928
25726249.185819,2.870817,-0.545600
25734288.638690,2.818501,-0.802210
25742328.091560,2.679085,-0.829951
25750367.544431,2.738809,-0.983623
25758406.997302,2.396315,-1.048821
25766446.450172,2.385361,-1.234180
25774485.903043,2.635547,-1.370910
25782525.355913,2.291243,-1.673342
25790564.808784,2.108510,-1.712033
25798604.261654,2.234032,-1.981272
25806643.714525,1.970000,-2.096541
25814683.167396,1.834053,-1.750061
25822722.620266,1.891130,-2.029126
25830762.073137,1.598322,-2.439807
25838801.526007,1.485792,-2.438405
25846840.978878,1.345610,-2.238702
25854880.431748,1.286098,-2.432466
25862919.884619,0.996621,-2.504731
25870959.337490,0.840723,-2.638136
25878998.790360,0.789399,-2.665267
25887038.243231,0.506657,-2.523590
25895077.696101,0.317932,-2.761731
25903117.148972,0.307157,-2.761661
25911156.601842,-0.044030,-2.684697
25919196.054713,-0.192268,-2.932641
25927235.507584,-0.481976,-2.846282
25935274.960454,-0.490864,-2.585099
25943314.413325,-0.641277,-2.669430
25951353.866195,-0.744371,-2.844497
25959393.319066,-1.008707,-2.741242
25967432.771936,-0.928202,-2.688132
25975472.224807,-1.376639,-2.377639
25983511.677677,-1.349714,-2.123341
25991551.130548,-1.514280,-2.247692
25999590.583419,-1.559036,-2.297385
26007630.036289,-1.731877,-2.197213
26015669.489160,-1.942611,-2.060957
26023708.942030,-2.083057,-1.722598
26031748.394901,-2.210873,-1.720780
26039787.847771,-2.380315,-1.739202
26047827.300642,-2.273199,-1.188961
26055866.753513,-2.626875,-1.300940
26063906.206383,-2.625186,-1.085873
26071945.659254,-2.734886,-1.171443
26079985.112124,-2.795945,-0.761291
26088024.564995,-2.811024,-0.706498
26096064.017865,-2.838612,-1.101542
26104103.470736,-2.997206,-0.649719
26112142.923607,-2.927077,-0.375363
26120182.376477,-2.763688,-0.313558
26128221.829348,-2.970615,-0.094800
26136261.282218,-3.008535,0.399615
26144300.735089,-2.811350,0.233923
26152340.187959,-2.824132,0.218718
26160379.640830,-2.870629,0.459153
26168419.093701,-2.878606,0.661311
26176458.546571,-2.727242,0.985126
26184497.999442,-2.643579,1.205013
26192537.452312,-2.584357,1.083556
26200576.905183,-2.313945,1.336229
26208616.358053,-2.522596,1.723449
26216655.810924,-2.389553,1.639894
26224695.263795,-2.097389,1.644491
26232734.716665,-1.995020,1.898572
26240774.169536,-2.041677,1.565549
26248813.622406,-1.978725,1.954613
26256853.075277,-1.759682,2.453348
26264892.528147,-1.567778,2.386886
26272931.981018,-1.422785,2.145635
26280971.433889,-1.343630,2.449173
26289010.886759,-1.196207,2.398923
26297050.339630,-1.160344,2.681111
26305089.792500,-0.769499,2.524121
26313129.245371,-0.784348,2.540405
26321168.698241,-0.614463,3.086038
26329208.151112,-0.464305,2.817927
26337247.603983,-0.199986,2.642182
26345287.056853,0.170427,2.491712
26353326.509724,0.159512,2.883303
26361365.962594,0.267143,2.739589
26369405.415465,0.396935,2.599469
26377444.868335,0.668072,2.707691
26385484.321206,0.777318,2.412467
26393523.774076,0.943187,2.404638
26401563.226947,1.182378,2.431905
26409602.679818,1.202228,2.252963
26417642.132688,1.612721,2.296613
26425681.585559,1.541738,2.143703
26433721.038429,1.734653,2.490976
26441760.491300,1.907465,2.005875
26449799.944170,1.935473,1.898442
26457839.397041,2.130673,1.894292
26465878.849912,2.186943,1.705816
26473918.302782,2.237197,1.701505
26481957.755653,2.345467,1.525307
26489997.208523,2.567334,1.317285
26498036.661394,2.426470,0.955883
26506076.114264,2.740269,1.045225
26514115.567135,2.678778,0.905782
26522155.020006,2.735449,0.734004
26530194.472876,2.793227,0.752519
26538233.925747,2.706347,0.675173
26546273.378617,2.857260,0.371305
26554312.831488,2.732938,-0.093409
26562352.284358,3.157926,-0.023356
26570391.737229,2.845422,-0.176487
26578431.190100,2.836393,-0.304361
26586470.642970,2.941830,-0.407552
26594510.095841,2.726286,-0.669891
26602549.548711,2.757738,-0.847808
26610589.001582,2.803416,-1.139044
26618628.454452,2.752432,-1.151310
26626667.907323,2.695920,-1.380171
26634707.360194,2.630503,-1.407504
26642746.813064,2.359888,-1.650945
26650786.265935,2.248482,-1.693343
26658825.718805,2.316694,-1.715883
26666865.171676,2.084882,-2.079242
26674904.624546,2.031968,-1.864744
26682944.077417,1.996091,-2.103158
26690983.530288,1.701463,-2.370723
26699022.983158,1.541328,-2.093923
26707062.436029,1.480658,-2.496420
26715101.888899,1.171586,-2.617497
26723141.341770,0.913808,-2.676833
26731180.794640,1.001753,-2.840878
26739220.247511,0.798803,-2.756802
26747259.700382,0.797296,-2.667491
26755299.153252,0.526687,-2.827129
26763338.606123,0.210540,-2.921226
26771378.058993,0.137129,-2.699986
26779417.511864,-0.019174,-2.827339
26787456.964734,-0.339690,-2.691379
26795496.417605,-0.289327,-3.049829
26803535.870475,-0.570020,-2.652006
26811575.323346,-0.573850,-2.483172
26819614.776217,-0.931944,-2.458897
26827654.229087,-1.147838,-2.465469
26835693.681958,-1.205512,-2.336497
26843733.134828,-1.295093,-2.609578
26851772.587699,-1.461173,-2.526628
26859812.040569,-1.537743,-2.615108
26867851.493440,-1.840061,-2.140624
26875890.946311,-1.917004,-1.905976
26883930.399181,-1.937481,-1.846540
26891969.852052,-2.135146,-1.990622
26900009.304922,-2.399760,-1.814161
26908048.757793,-2.279773,-1.343703
26916088.210663,-2.564575,-1.495968
26924127.663534,-2.533574,-1.313751
26932167.116405,-2.603231,-1.119507
26940206.569275,-2.764482,-1.183888
26948246.022146,-2.763050,-0.849780
26956285.475016,-2.814332,-0.816516
26964324.927887,-2.824970,-0.717065
26972364.380757,-2.771347,-0.358921
26980403.833628,-2.852394,-0.251533
26988443.286499,-2.847594,-0.301571
26996482.739369,-2.751710,-0.016974
27004522.192240,-2.829953,0.229937
27012561.645110,-2.792278,0.362982
27020601.097981,-2.758181,0.402157
27028640.550851,-2.820766,0.358141
27036680.003722,-2.589989,0.732418
27044719.456593,-2.793295,0.794662
27052758.909463,-2.684859,1.392910
27060798.362334,-2.748489,1.258353
27068837.815204,-2.632314,1.336769
27076877.268075,-2.523044,1.564649
27084916.720945,-2.227717,1.601622
27092956.173816,-2.088137,1.675939
27100995.626687,-1.951440,2.225851
27109035.079557,-1.934105,2.204302
27117074.532428,-1.898101,2.336408
27125113.985298,-1.665764,2.301034
27133153.438169,-1.443327,2.101478
27141192.891039,-1.395877,2.444252
27149232.343910,-1.267155,2.334567
27157271.796780,-1.189673,2.648406
27165311.249651,-1.031492,2.446282
27173350.702522,-0.815023,2.526269
27181390.155392,-0.590292,3.079825
27189429.608263,-0.480222,2.598855
27197469.061133,-0.176041,2.589500
27205508.514004,-0.210530,2.636123
27213547.966874,-0.025295,2.500907
27221587.419745,0.159646,2.732641
27229626.872616,0.368460,2.738779
27237666.325486,0.514304,2.582645
27245705.778357,0.739688,2.592528
27253745.231227,0.780726,2.686155
27261784.684098,1.029830,2.474461
27269824.136968,1.319859,2.225508
27277863.589839,1.273757,2.397440
27285903.042710,1.354882,2.335115
27293942.495580,1.664141,2.295345
27301981.948451,1.777334,1.900913
27310021.401321,1.956500,1.799576
27318060.854192,2.054118,1.823832
27326100.307062,2.166606,1.774503
27334139.759933,2.267697,1.780974
27342179.212804,2.522133,1.955320
27350218.665674,2.640215,1.284373
27358258.118545,2.617745,1.283844
27366297.571415,2.678927,1.237334
27374337.024286,2.606822,0.922827
27382376.477156,2.727540,0.707822
27390415.930027,2.649035,0.697992
27398455.382898,2.714084,0.622748
27406494.835768,2.729759,0.453971
27414534.288639,3.034306,-0.008119
27422573.741509,2.769452,0.089606
27430613.194380,3.050178,-0.697695
27438652.647250,2.794562,-0.193426
27446692.100121,2.886679,-0.383000
27454731.552992,2.754305,-0.536987
27462771.005862,2.894463,-0.876395
27470810.458733,2.889699,-1.036190
27478849.911603,2.677839,-1.155969
27486889.364474,2.602544,-1.185513
27494928.817344,2.658294,-1.423949
27502968.270215,2.526100,-1.660481
27511007.723086,2.440530,-1.654791
27519047.175956,2.375160,-1.985492
27527086.628827,2.160428,-1.666034
27535126.081697,2.089219,-1.881228
27543165.534568,1.967203,-1.970933
27551204.987438,1.768019,-2.160167
27559244.440309,1.695871,-2.189612
27567283.893179,1.488820,-1.801785
27575323.346050,1.483911,-2.263453
27583362.798921,1.183174,-2.507415
27591402.251791,1.077999,-2.529673
27599441.704662,0.742641,-2.810624
27607481.157532,0.706300,-2.630416
27615520.610403,0.634398,-2.738421
27623560.063273,0.346035,-2.699577
27631599.516144,0.186408,-2.884456
27639638.969015,0.037550,-2.662281
27647678.421885,-0.152255,-2.813212
27655717.874756,-0.458754,-2.686444
27663757.327626,-0.498213,-2.867074
27671796.780497,-0.479176,-2.684276
27679836.233367,-0.955328,-2.551137
27687875.686238,-0.945942,-2.578214
27695915.139109,-1.111674,-2.493880
27703954.591979,-1.235367,-2.405034
27711994.044850,-1.365093,-2.301314
27720033.497720,-1.619395,-2.320238
27728072.950591,-1.654137,-2.172174
27736112.403461,-1.925482,-2.016516
27744151.856332,-1.979267,-1.989731
27752191.309203,-2.155515,-1.900431
27760230.762073,-2.119072,-1.790141
27768270.214944,-2.384464,-1.725667
27776309.667814,-2.282129,-1.380699
27784349.120685,-2.598482,-1.668988
27792388.573555,-2.642879,-1.358051
27800428.026426,-2.628938,-1.094309
27808467.479297,-2.701041,-0.915122
27816506.932167,-2.709336,-0.845880
27824546.385038,-2.880521,-0.826145
27832585.837908,-2.924540,-0.714156
27840625.290779,-2.975457,-0.419337
27848664.743649,-2.907733,-0.372733
27856704.196520,-2.936668,-0.055351
27864743.649391,-2.982883,0.173389
27872783.102261,-2.917788,0.302864
27880822.555132,-2.950344,0.613292
27888862.008002,-2.779383,0.689562
27896901.460873,-2.760853,0.516220
27904940.913743,-2.803945,0.658533
27912980.366614,-2.679290,1.039581
27921019.819485,-2.725434,1.418787
27929059.272355,-2.608849,1.195671
27937098.725226,-2.470010,1.442978
27945138.178096,-2.441212,1.690624
27953177.630967,-2.141827,2.005566
27961217.083837,-2.101982,2.058788
27969256.536708,-1.911126,1.943704
27977295.989578,-1.969315,2.102162
27985335.442449,-1.615025,2.205733
27993374.895320,-1.444585,2.177277
28001414.348190,-1.589572,2.522815
28009453.801061,-1.302274,2.414401
28017493.253931,-1.163737,2.149336
28025532.706802,-1.069974,2.590113
28033572.159672,-0.873259,2.434000
28041611.612543,-0.736168,2.584450
28049651.065414,-0.387969,2.830583
28057690.518284,-0.288921,2.786449
28065729.971155,-0.301729,2.842285
28073769.424025,-0.075154,2.385884
28081808.876896,0.145958,2.693320
28089848.329766,0.252081,2.644031
28097887.782637,0.474503,2.575043
28105927.235508,0.654311,2.804082
28113966.688378,0.776315,2.585504
28122006.141249,1.099639,2.589284
28130045.594119,0.934575,2.277186
28138085.046990,1.467230,2.821648
28146124.499860,1.397148,2.371991
28154163.952731,1.617163,2.117314
28162203.405602,1.740690,2.163417
28170242.858472,1.931491,2.225095
28178282.311343,2.140694,1.884577
28186321.764213,2.179085,1.727894
28194361.217084,2.173657,1.836717
28202400.669954,2.465806,1.685188
28210440.122825,2.281114,1.367371
28218479.575696,2.569676,1.421626
28226519.028566,2.414952,1.116147
28234558.481437,2.622820,1.082808
28242597.934307,2.778966,0.917791
28250637.387178,2.667552,0.844393
28258676.840048,2.738468,0.635811
28266716.292919,2.862335,0.405761
28274755.745790,2.774281,0.578258
28282795.198660,2.828920,0.139785
28290834.651531,2.947946,-0.195668
28298874.104401,2.916629,-0.064701
28306913.557272,2.849110,-0.657805
28314953.010142,2.998785,-0.340427
28322992.463013,2.725572,-0.649395
28331031.915884,2.816207,-0.706420
28339071.368754,2.636014,-1.174036
28347110.821625,2.659725,-0.793847
28355150.274495,2.374461,-1.309485
28363189.727366,2.616690,-1.362061
28371229.180236,2.352856,-1.711078
28379268.633107,2.166394,-1.810803
28387308.085977,2.238025,-1.564786
28395347.538848,1.920970,-1.979712
28403386.991719,1.947893,-2.083996
28411426.444589,1.672097,-2.088346
28419465.897460,1.879791,-2.230532
28427505.350330,1.562333,-2.253874
28435544.803201,1.490925,-2.525332
28443584.256071,1.101997,-2.284167
28451623.708942,1.062061,-2.424049
28459663.161813,1.162602,-2.407175
28467702.614683,0.764567,-2.397909
28475742.067554,0.547029,-2.695190
28483781.520424,0.474062,-2.920790
28491820.973295,0.261605,-2.749180
28499860.426165,0.288697,-2.595827
28507899.879036,0.032187,-2.557822
28515939.331907,-0.216010,-2.788900
28523978.784777,-0.253660,-2.705826
28532018.237648,-0.665077,-2.434476
28540057.690518,-0.773660,-2.902060
28548097.143389,-0.997733,-2.670197
28556136.596259,-0.972260,-2.278846
28564176.049130,-1.230488,-2.244431
28572215.502001,-1.272117,-2.278633
28580254.954871,-1.626878,-2.046288
28588294.407742,-1.676541,-2.292045
28596333.860612,-1.745352,-2.345770
28604373.313483,-1.997456,-2.241633
28612412.766353,-2.112696,-2.056603
28620452.219224,-2.177292,-1.916824
28628491.672095,-2.085875,-1.687894
28636531.124965,-2.501572,-1.458077
28644570.577836,-2.525330,-1.205722
28652610.030706,-2.651164,-1.264638
28660649.483577,-2.524390,-1.293368
28668688.936447,-2.774660,-1.149570
28676728.389318,-2.794831,-0.810794
28684767.842189,-2.799431,-0.741759
28692807.295059,-2.844624,-0.597921
28700846.747930,-2.861167,-0.367506
28708886.200800,-2.849085,-0.296949
28716925.653671,-2.922536,-0.171547
28724965.106541,-2.883022,0.124836
28733004.559412,-2.956187,-0.030325
28741044.012282,-2.938959,0.237706
28749083.465153,-2.793450,0.657217
28757122.918024,-2.817340,0.754188
28765162.370894,-2.761688,0.780827
28773201.823765,-2.681801,1.068870
28781241.276635,-2.580679,1.285889
28789280.729506,-2.634261,1.302804
28797320.182376,-2.559721,1.457327
28805359.635247,-2.501919,1.440976
28813399.088118,-2.289842,1.680416
28821438.540988,-2.327213,1.882621
28829477.993859,-2.159257,2.081264
28837517.446729,-2.113488,1.870541
28845556.899600,-1.747733,1.900919
28853596.352470,-1.802073,2.431867
28861635.805341,-1.616920,2.371593
28869675.258212,-1.426804,2.418382
28877714.711082,-1.300627,2.349882
28885754.163953,-1.133559,2.623632
28893793.616823,-0.828421,2.554822
28901833.069694,-0.838329,2.466027
28909872.522564,-0.645778,2.937261
28917911.975435,-0.297141,2.867482
28925951.428306,-0.174955,2.647155
28933990.881176,-0.135026,2.561480
28942030.334047,-0.046396,2.617840
28950069.786917,0.231027,2.578836
28958109.239788,0.361789,2.810066
28966148.692658,0.654139,2.523605
28974188.145529,0.805652,2.657108
28982227.598400,0.996564,2.562122
28990267.051270,1.059195,2.413022
28998306.504141,1.279370,2.313054
29006345.957011,1.276081,2.654017
29014385.409882,1.453533,2.400477
29022424.862752,1.515264,2.000761
29030464.315623,1.707063,2.162309
29038503.768494,2.025004,2.063146
29046543.221364,2.085268,1.793478
29054582.674235,2.039169,1.808743
29062622.127105,2.312724,1.793463
29070661.579976,2.322116,1.590328
29078701.032846,2.362514,1.376926
29086740.485717,2.609748,1.301999
29094779.938588,2.570811,1.331481
29102819.391458,2.674440,0.951892
29110858.844329,2.840379,0.791008
29118898.297199,2.795969,0.594721
29126937.750070,2.834472,0.709996
29134977.202940,2.835623,0.280133
29143016.655811,2.939211,0.343245
29151056.108681,2.873143,0.053398
29159095.561552,2.855110,-0.045666
29167135.014423,2.877051,0.030643
29175174.467293,2.792167,-0.405049
29183213.920164,2.821742,-0.648850
29191253.373034,2.827945,-0.586023
29199292.825905,2.671526,-0.979729
29207332.278775,2.638701,-1.170080
29215371.731646,2.777527,-1.264791
29223411.184517,2.580494,-1.350768
29231450.637387,2.580708,-1.373502
29239490.090258,2.426124,-1.730574
29247529.543128,2.278095,-1.657709
29255568.995999,2.183293,-2.117512
29263608.448869,1.958541,-1.666535
29271647.901740,1.892786,-2.021333
29279687.354611,1.883165,-2.156981
29287726.807481,1.738322,-2.406251
29295766.260352,1.481661,-2.135773
29303805.713222,1.301210,-2.401972
29311845.166093,1.310088,-2.537184
29319884.618963,1.066443,-2.715192
29327924.071834,0.892315,-2.696129
29335963.524705,0.621051,-2.474351
29344002.977575,0.302959,-2.633768
29352042.430446,0.495964,-2.689060
29360081.883316,0.163103,-2.706193
29368121.336187,-0.034563,-2.469106
29376160.789057,-0.377915,-2.480893
29384200.241928,-0.478613,-2.603490
29392239.694799,-0.646193,-2.917730
29400279.147669,-0.560470,-2.640084
29408318.600540,-0.993416,-2.410472
29416358.053410,-0.961762,-2.716457
29424397.506281,-1.233018,-2.514463
29432436.959151,-1.230857,-2.437001
29440476.412022,-1.471031,-2.444285
29448515.864893,-1.540497,-1.895577
29456555.317763,-1.789321,-2.307314
29464594.770634,-1.847833,-2.057206
29472634.223504,-2.041964,-1.910569
29480673.676375,-2.150213,-1.839871
29488713.129245,-2.204017,-1.576294
29496752.582116,-2.299211,-1.522026
29504792.034987,-2.526941,-1.654861
29512831.487857,-2.569507,-1.030928
29520870.940728,-2.498656,-1.182606
29528910.393598,-2.766928,-0.978037
29536949.846469,-2.594607,-0.787722
29544989.299339,-2.724556,-0.822799
29553028.752210,-2.827182,-0.664810
29561068.205080,-2.967834,-0.481525
29569107.657951,-2.919966,-0.178710
29577147.110822,-3.098355,-0.232170
29585186.563692,-2.856035,-0.126589
29593226.016563,-2.875404,0.215698
29601265.469433,-2.979053,0.212875
29609304.922304,-3.029558,0.639413
29617344.375174,-2.759754,0.607124
29625383.828045,-2.590132,0.876752
29633423.280916,-2.906397,1.228640
29641462.733786,-2.698257,0.998658
29649502.186657,-2.594380,1.443216
29657541.639527,-2.432909,1.204190
29665581.092398,-2.438289,1.468906
29673620.545268,-2.379733,1.607777
29681659.998139,-2.179978,1.816619
29689699.451010,-2.027314,1.993507
29697738.903880,-1.983440,1.974421
29705778.356751,-1.801811,1.981473
29713817.809621,-1.644986,1.995927
29721857.262492,-1.602257,2.577045
29729896.715362,-1.368881,2.468056
29737936.168233,-1.404070,2.096708
29745975.621104,-1.112556,2.332470
